HomeTeam,AwayTeam,FTR,HomeShoot,AwayShoot,HomeCorner,AwayCorner,HomeFouls,AwayFouls,HomeYellow,AwayYellow,HomeRed,AwayRed,HomeWin,AwayWin,HomeDraw,AwayDraw,HomeLoss,AwayLoss,B365H,B365D,B365A
Dortmund,RB Leipzig,A,73,75,22,30,41,78,3,12,1,1,3,3,0,0,1,2,1.5,4.5,6.5
Hannover,Ein Frankfurt,A,52,56,18,26,66,86,9,10,0,0,2,3,1,1,1,1,2.38,3.2,3.1
Hertha,Schalke 04,A,35,46,15,21,65,69,5,8,1,0,2,2,2,0,1,2,2.5,3.3,2.9
Hoffenheim,Augsburg,D,62,46,19,17,68,54,10,8,0,0,3,1,2,2,0,1,1.8,3.75,4.5
Mainz,Hamburg,H,70,45,27,19,79,60,12,5,0,1,3,1,0,0,2,3,1.7,3.75,5.25
Leverkusen,Wolfsburg,D,72,34,28,10,53,62,6,8,0,0,2,1,2,2,0,1,1.53,4.33,6.0
Werder Bremen,M'gladbach,A,55,49,17,7,50,40,6,4,0,0,0,1,1,2,3,1,2.63,3.5,2.6
Bayern Munich,Hoffenheim,H,64,63,25,23,19,62,6,10,0,0,2,2,1,0,1,2,1.2,7.5,12.0
Fortuna Dusseldorf,Augsburg,A,42,51,18,19,44,70,7,11,0,0,1,1,0,1,3,2,2.37,3.25,3.0
Freiburg,Ein Frankfurt,A,56,33,17,11,43,50,9,7,1,1,1,2,2,0,1,2,2.3,3.3,3.25
Hertha,Nurnberg,H,45,30,25,17,48,37,9,5,0,1,3,0,1,1,0,3,2.04,3.4,3.75
M'gladbach,Leverkusen,H,69,36,28,15,26,46,1,6,0,1,4,1,0,1,0,2,2.8,3.5,2.45
Werder Bremen,Hannover,D,58,51,17,27,47,54,4,12,0,2,2,0,2,2,0,3,1.85,3.6,4.0
Wolfsburg,Schalke 04,H,64,54,29,17,53,49,10,12,0,1,1,1,2,0,2,3,3.1,3.3,2.37
Dortmund,RB Leipzig,H,59,52,27,21,30,57,3,11,0,0,4,1,0,2,0,1,1.72,3.8,4.75
Mainz,Stuttgart,H,64,43,21,20,49,36,3,11,0,0,2,0,2,1,0,3,2.7,3.25,2.7
Hannover,Dortmund,D,39,44,17,15,39,32,3,2,0,1,1,2,1,2,1,0,5.5,4.33,1.57
Augsburg,M'gladbach,D,66,41,23,17,54,43,5,8,0,0,1,1,2,2,1,1,2.62,3.4,2.7
Ein Frankfurt,Werder Bremen,A,49,45,20,16,49,45,3,12,1,1,2,3,1,0,1,1,2.4,3.5,2.9
Hoffenheim,Freiburg,H,70,42,20,17,44,53,6,6,0,0,1,1,1,1,2,2,1.55,4.0,6.5
Leverkusen,Wolfsburg,A,67,34,27,19,50,41,7,7,0,0,1,1,1,1,2,1,1.61,4.33,5.0
Nurnberg,Mainz,D,50,46,19,16,44,55,9,8,0,0,2,0,1,1,1,3,2.37,3.3,3.1
Stuttgart,Bayern Munich,A,45,72,18,43,33,38,3,6,0,1,1,3,1,0,2,1,11.0,5.5,1.28
RB Leipzig,Fortuna Dusseldorf,D,74,56,17,17,45,55,7,10,0,0,3,0,1,2,0,2,1.4,4.75,8.0
Schalke 04,Hertha,A,55,37,16,11,63,46,6,8,1,0,1,1,0,2,3,1,1.75,3.6,5.0
Dortmund,Ein Frankfurt,H,59,33,27,11,30,50,3,7,0,1,4,2,0,0,0,2,1.4,5.0,7.5
Bayern Munich,Leverkusen,H,64,36,25,15,19,46,6,6,0,1,2,1,1,1,1,2,1.2,7.0,13.0
Fortuna Dusseldorf,Hoffenheim,H,42,63,18,23,44,62,7,10,0,0,1,2,0,0,3,2,4.0,3.6,1.9
Mainz,Augsburg,H,64,51,21,19,49,70,3,11,0,0,2,1,2,1,0,2,2.54,3.25,2.87
M'gladbach,Schalke 04,H,69,54,28,17,26,49,1,12,0,1,4,1,0,0,0,3,2.37,3.4,3.0
RB Leipzig,Hannover,H,74,51,17,27,45,54,7,12,0,2,3,0,1,2,0,3,1.53,4.33,5.5
Wolfsburg,Hertha,D,64,37,29,11,53,46,10,8,0,0,1,1,2,2,2,1,2.1,3.25,3.75
Freiburg,Stuttgart,D,56,43,17,20,43,36,9,11,1,0,1,0,2,1,1,3,2.62,3.25,2.75
Werder Bremen,Nurnberg,D,58,30,17,17,47,37,4,5,0,1,2,0,2,1,0,3,1.66,4.0,5.0
Stuttgart,Fortuna Dusseldorf,D,45,56,18,17,33,55,3,10,0,0,1,0,1,2,2,2,1.72,3.6,5.25
Augsburg,Werder Bremen,A,66,45,23,16,54,45,5,12,0,1,1,3,2,0,1,1,2.5,3.25,2.9
Hertha,M'gladbach,H,45,41,25,17,48,43,9,8,0,0,3,1,1,2,0,1,2.37,3.3,3.1
Hoffenheim,Dortmund,D,70,44,20,15,44,32,6,2,0,1,1,2,1,2,2,0,2.62,3.75,2.4
Nurnberg,Hannover,H,50,51,19,27,44,54,9,12,0,2,2,0,1,2,1,3,2.5,3.25,2.9
Schalke 04,Bayern Munich,A,55,72,16,43,63,38,6,6,1,1,1,3,0,0,3,1,8.0,4.5,1.4
Wolfsburg,Freiburg,A,64,42,29,17,53,53,10,6,0,0,1,1,2,1,2,2,1.72,3.6,5.25
Ein Frankfurt,RB Leipzig,D,49,52,20,21,49,57,3,11,1,0,2,1,1,2,1,1,2.9,3.4,2.35
Leverkusen,Mainz,H,67,46,27,16,50,55,7,8,0,0,1,0,1,1,2,3,1.57,4.33,5.5
Bayern Munich,Augsburg,D,64,51,25,19,19,70,6,11,0,0,2,1,1,1,1,2,1.1,10.0,23.0
Freiburg,Schalke 04,H,56,54,17,17,43,49,9,12,1,1,1,1,2,0,1,3,3.5,3.2,2.14
Hannover,Hoffenheim,A,39,63,17,23,39,62,3,10,0,0,1,2,1,0,1,2,3.5,3.6,2.04
Werder Bremen,Hertha,H,58,37,17,11,47,46,4,8,0,0,2,1,2,2,0,1,2.0,3.5,3.8
Dortmund,Nurnberg,H,59,30,27,17,30,37,3,5,0,1,4,0,0,1,0,3,1.3,5.5,10.0
Fortuna Dusseldorf,Leverkusen,A,42,36,18,15,44,46,7,6,0,1,1,1,0,1,3,2,3.75,3.75,1.95
Mainz,Wolfsburg,D,64,34,21,19,49,41,3,7,0,0,2,1,2,1,0,1,2.6,3.25,2.8
M'gladbach,Ein Frankfurt,H,69,33,28,11,26,50,1,7,0,1,4,2,0,0,0,2,1.75,3.8,4.75
RB Leipzig,Stuttgart,H,74,43,17,20,45,36,7,11,0,0,3,0,1,1,0,3,1.72,3.8,4.75
Hertha,Bayern Munich,H,45,72,25,43,48,38,9,6,0,1,3,3,1,0,0,1,10.0,5.75,1.28
Hoffenheim,RB Leipzig,A,70,52,20,21,44,57,6,11,0,0,1,1,1,2,2,1,2.04,3.75,3.4
Leverkusen,Dortmund,A,67,44,27,15,50,32,7,2,0,1,1,2,1,2,2,0,2.8,3.5,2.4
Nurnberg,Fortuna Dusseldorf,H,50,56,19,17,44,55,9,10,0,0,2,0,1,2,1,2,2.14,3.4,3.4
Schalke 04,Mainz,H,55,46,16,16,63,55,6,8,1,0,1,0,0,1,3,3,1.64,3.75,5.5
Stuttgart,Werder Bremen,H,45,45,18,16,33,45,3,12,0,1,1,3,1,0,2,1,2.7,3.25,2.7
Wolfsburg,M'gladbach,D,64,41,29,17,53,43,10,8,0,0,1,1,2,2,2,1,2.3,3.4,3.1
Augsburg,Freiburg,H,66,42,23,17,54,53,5,6,0,0,1,1,2,1,1,2,1.9,3.4,4.33
Ein Frankfurt,Hannover,H,49,51,20,27,49,54,3,12,1,2,2,0,1,2,1,3,1.9,3.6,4.0
Werder Bremen,Wolfsburg,H,58,34,17,19,47,41,4,7,0,0,2,1,2,1,0,1,1.95,3.5,4.0
Bayern Munich,M'gladbach,A,64,41,25,17,19,43,6,8,0,0,2,1,1,2,1,1,1.2,7.0,13.0
Dortmund,Augsburg,H,59,51,27,19,30,70,3,11,0,0,4,1,0,1,0,2,1.44,4.75,7.0
Fortuna Dusseldorf,Schalke 04,A,42,54,18,17,44,49,7,12,0,1,1,1,0,0,3,3,3.6,3.4,2.1
Hannover,Stuttgart,H,39,43,17,20,39,36,3,11,0,0,1,0,1,1,1,3,2.5,3.3,2.87
Mainz,Hertha,D,64,37,21,11,49,46,3,8,0,0,2,1,2,2,0,1,2.7,3.2,2.7
Freiburg,Leverkusen,D,56,36,17,15,43,46,9,6,1,1,1,1,2,1,1,2,3.4,3.4,2.14
Hoffenheim,Ein Frankfurt,A,70,33,20,11,44,50,6,7,0,1,1,2,1,0,2,2,1.72,3.8,4.75
RB Leipzig,Nurnberg,H,74,30,17,17,45,37,7,5,0,1,3,0,1,1,0,3,1.44,4.75,7.0
Ein Frankfurt,Fortuna Dusseldorf,H,49,56,20,17,49,55,3,10,1,0,2,0,1,2,1,2,1.61,3.8,5.75
Augsburg,RB Leipzig,D,66,52,23,21,54,57,5,11,0,0,1,1,2,2,1,1,3.0,3.5,2.3
Leverkusen,Hannover,D,67,51,27,27,50,54,7,12,0,2,1,0,1,2,2,3,1.5,4.33,6.5
Nurnberg,Hoffenheim,A,50,63,19,23,44,62,9,10,0,0,2,2,1,0,1,2,3.75,3.8,1.9
Schalke 04,Werder Bremen,A,55,45,16,16,63,45,6,12,1,1,1,3,0,0,3,1,2.04,3.4,3.75
Stuttgart,Dortmund,A,45,44,18,15,33,32,3,2,0,1,1,2,1,2,2,0,4.2,3.75,1.83
Wolfsburg,Bayern Munich,A,64,72,29,43,53,38,10,6,0,1,1,3,2,0,2,1,8.5,5.0,1.36
Hertha,Freiburg,D,45,42,25,17,48,53,9,6,0,0,3,1,1,1,0,2,1.85,3.6,4.33
M'gladbach,Mainz,H,69,46,28,16,26,55,1,8,0,0,4,0,0,1,0,3,1.61,4.33,5.0
Bayern Munich,Hertha,D,80,52,43,15,45,61,12,7,0,0,2,1,1,2,1,2,1.14,8.0,15.0
Dortmund,Augsburg,H,73,42,32,13,38,39,2,7,0,1,3,0,1,1,0,3,1.2,7.0,13.0
Freiburg,Mainz,H,56,65,20,22,35,77,2,15,0,1,1,1,2,0,1,4,2.25,3.25,3.4
Leverkusen,Paderborn,H,64,44,37,26,36,43,6,7,0,0,2,0,2,1,0,3,1.25,6.0,12.0
Werder Bremen,Fortuna Dusseldorf,A,64,53,29,12,36,57,2,12,0,0,1,1,1,0,2,3,1.75,3.75,4.75
Wolfsburg,FC Koln,H,54,45,19,20,50,68,5,9,0,1,2,1,2,1,0,2,1.95,3.5,4.0
M'gladbach,Schalke 04,D,63,50,29,20,48,47,9,6,0,0,2,2,1,1,1,1,2.0,3.5,3.75
Ein Frankfurt,Hoffenheim,H,83,35,33,14,70,50,10,7,0,0,3,1,2,2,0,1,2.25,3.6,3.0
Union Berlin,RB Leipzig,A,70,53,24,18,82,49,8,7,1,1,2,3,0,1,3,0,5.0,3.8,1.7
FC Koln,Dortmund,A,51,50,25,31,50,30,5,6,1,0,1,1,0,2,3,1,6.5,4.75,1.44
Augsburg,Union Berlin,D,38,31,9,9,50,44,12,4,0,2,1,0,2,1,1,2,2.2,3.4,3.3
Fortuna Dusseldorf,Leverkusen,A,60,63,17,12,40,42,7,6,0,0,1,2,1,0,2,2,4.75,4.0,1.7
Hoffenheim,Werder Bremen,H,58,56,20,13,45,43,6,10,0,2,2,1,0,2,2,1,1.85,3.6,4.2
Mainz,M'gladbach,A,50,54,19,25,37,57,6,8,0,0,1,3,0,0,2,1,2.9,3.4,2.4
Paderborn,Freiburg,A,50,46,30,14,52,34,7,5,0,0,0,3,0,0,4,1,2.37,3.5,2.9
Schalke 04,Bayern Munich,A,52,66,19,22,46,26,6,6,0,0,2,2,1,2,1,0,9.0,4.75,1.36
RB Leipzig,Ein Frankfurt,H,55,48,18,17,44,33,8,5,0,0,1,1,2,0,1,2,1.5,4.5,6.0
Hertha,Wolfsburg,A,30,42,12,17,45,49,8,8,0,0,2,2,0,2,1,0,2.4,3.4,2.9
M'gladbach,RB Leipzig,A,63,53,29,18,48,49,9,7,0,1,2,3,1,1,1,0,3.2,4.0,2.05
Bayern Munich,Mainz,H,80,65,43,22,45,77,12,15,0,1,2,1,1,0,1,4,1.08,11.0,26.0
Freiburg,FC Koln,A,56,45,20,20,35,68,2,9,0,1,1,1,2,1,1,2,2.37,3.5,3.0
Leverkusen,Hoffenheim,D,64,35,37,14,36,50,6,7,0,0,2,1,2,2,0,1,1.53,4.75,5.25
Schalke 04,Hertha,H,52,52,19,15,46,61,6,7,0,0,2,1,1,2,1,2,2.1,3.6,3.4
Wolfsburg,Paderborn,D,54,44,19,26,50,43,5,7,0,0,2,0,2,1,0,3,1.44,5.0,6.0
Union Berlin,Dortmund,H,70,50,24,31,82,30,8,6,1,0,2,1,0,2,3,1,10.0,5.75,1.28
Werder Bremen,Augsburg,H,64,42,29,13,36,39,2,7,0,1,1,0,1,1,2,3,1.72,4.0,4.5
Ein Frankfurt,Fortuna Dusseldorf,H,83,53,33,12,70,57,10,12,0,0,3,1,2,0,0,3,1.66,4.0,4.75
Fortuna Dusseldorf,Wolfsburg,D,60,42,17,17,40,49,7,8,0,0,1,2,1,2,2,0,3.1,3.5,2.25
Augsburg,Ein Frankfurt,H,38,48,9,17,50,33,12,5,0,0,1,1,2,0,1,2,3.5,3.6,2.05
Dortmund,Leverkusen,H,73,63,32,12,38,42,2,6,0,0,3,2,1,0,0,2,1.8,4.0,4.0
FC Koln,M'gladbach,A,51,54,25,25,50,57,5,8,1,0,1,3,0,0,3,1,2.5,3.5,2.7
Mainz,Hertha,H,50,52,19,15,37,61,6,7,0,0,1,1,0,2,2,2,2.3,3.4,3.1
Union Berlin,Werder Bremen,A,70,56,24,13,82,43,8,10,1,2,2,1,0,2,3,1,2.87,3.5,2.4
RB Leipzig,Bayern Munich,D,55,66,18,22,44,26,8,6,0,0,1,2,2,2,1,0,3.8,4.0,1.85
Hoffenheim,Freiburg,A,58,46,20,14,45,34,6,5,0,0,2,3,0,0,2,1,1.7,4.2,4.5
Paderborn,Schalke 04,A,50,50,30,20,52,47,7,6,0,0,0,2,0,1,4,1,3.1,3.5,2.25
Schalke 04,Mainz,H,52,65,19,22,46,77,6,15,0,1,2,1,1,0,1,4,1.61,4.2,5.0
Bayern Munich,FC Koln,H,80,45,43,20,45,68,12,9,0,1,2,1,1,1,1,2,1.11,10.0,21.0
Freiburg,Augsburg,D,56,42,20,13,35,39,2,7,0,1,1,0,2,1,1,3,1.9,3.75,3.8
Hertha,Paderborn,H,30,44,12,26,45,43,8,7,0,0,2,0,0,1,1,3,1.7,4.0,4.75
Leverkusen,Union Berlin,H,64,31,37,9,36,44,6,4,0,2,2,0,2,1,0,2,1.36,5.5,7.5
Werder Bremen,RB Leipzig,A,64,53,29,18,36,49,2,7,0,1,1,3,1,1,2,0,4.2,4.2,1.72
M'gladbach,Fortuna Dusseldorf,H,63,53,29,12,48,57,9,12,0,0,2,1,1,0,1,3,1.66,4.0,5.0
Ein Frankfurt,Dortmund,D,83,50,33,31,70,30,10,6,0,0,3,1,2,2,0,1,4.33,4.0,1.75
Wolfsburg,Hoffenheim,D,54,35,19,14,50,50,5,7,0,0,2,1,2,2,0,1,1.95,3.75,3.75
Union Berlin,Ein Frankfurt,A,70,48,24,17,82,33,8,5,1,0,2,1,0,0,3,2,3.0,3.5,2.3
Augsburg,Leverkusen,A,38,63,9,12,50,42,12,6,0,0,1,2,2,0,1,2,5.0,4.5,1.6
Hoffenheim,M'gladbach,A,58,54,20,25,45,57,6,8,0,0,2,3,0,0,2,1,2.5,3.5,2.75
Mainz,Wolfsburg,A,50,42,19,17,37,49,6,8,0,0,1,2,0,2,2,0,2.9,3.5,2.37
Paderborn,Bayern Munich,A,50,66,30,22,52,26,7,6,0,0,0,2,0,2,4,0,15.0,10.0,1.14
RB Leipzig,Schalke 04,A,55,50,18,20,44,47,8,6,0,0,1,2,2,1,1,1,1.53,4.33,6.0
Dortmund,Werder Bremen,D,73,56,32,13,38,43,2,10,0,2,3,1,1,2,0,1,1.25,6.5,11.0
Fortuna Dusseldorf,Freiburg,A,60,46,17,14,40,34,7,5,0,0,1,3,1,0,2,1,2.37,3.4,2.87
FC Koln,Hertha,A,51,52,25,15,50,61,5,7,1,0,1,1,0,2,3,2,2.15,3.6,3.3
Hertha,Fortuna Dusseldorf,H,30,53,12,12,45,57,8,12,0,0,2,1,0,0,1,3,1.65,4.0,4.75
Bayern Munich,Hoffenheim,A,80,35,43,14,45,50,12,7,0,0,2,1,1,2,1,1,1.11,9.0,26.0
Freiburg,Dortmund,D,56,50,20,31,35,30,2,6,0,0,1,1,2,2,1,1,5.75,4.2,1.57
Leverkusen,RB Leipzig,D,64,53,37,18,36,49,6,7,0,1,2,3,2,1,0,0,2.25,3.5,3.1
Paderborn,Mainz,A,50,65,30,22,52,77,7,15,0,1,0,1,0,0,4,4,2.5,3.5,2.8
Schalke 04,FC Koln,D,52,45,19,20,46,68,6,9,0,1,2,1,1,1,1,2,1.57,4.33,5.5
M'gladbach,Augsburg,H,63,42,29,13,48,39,9,7,0,1,2,0,1,1,1,3,1.5,4.33,6.5
Wolfsburg,Union Berlin,H,54,31,19,9,50,44,5,4,0,2,2,0,2,1,0,2,1.66,4.0,5.0
Ein Frankfurt,Werder Bremen,D,83,56,33,13,70,43,10,10,0,2,3,1,2,2,0,1,2.1,3.6,3.4
Ein Frankfurt,Leverkusen,H,83,63,33,12,70,42,10,6,0,0,3,2,2,0,0,2,2.75,3.9,2.3
Augsburg,Bayern Munich,D,38,66,9,22,50,26,12,6,0,0,1,2,2,2,1,0,15.0,8.0,1.16
Fortuna Dusseldorf,Mainz,H,60,65,17,22,40,77,7,15,0,1,1,1,1,0,2,4,2.55,3.4,2.62
RB Leipzig,Wolfsburg,D,55,42,18,17,44,49,8,8,0,0,1,2,2,2,1,0,1.53,4.5,5.75
Union Berlin,Freiburg,H,70,46,24,14,82,34,8,5,1,0,2,3,0,0,3,1,2.5,3.5,2.7
Werder Bremen,Hertha,D,64,52,29,15,36,61,2,7,0,0,1,1,1,2,2,2,2.1,3.75,3.2
Dortmund,M'gladbach,H,73,54,32,25,38,57,2,8,0,0,3,3,1,0,0,1,1.44,5.0,6.5
FC Koln,Paderborn,H,51,44,25,26,50,43,5,7,1,0,1,0,0,1,3,3,1.65,4.5,4.33
