HomeTeam,AwayTeam,FTR,HomeShoot,AwayShoot,HomeCorner,AwayCorner,HomeFouls,AwayFouls,HomeYellow,AwayYellow,HomeRed,AwayRed,HomeWin,AwayWin,HomeDraw,AwayDraw,HomeLoss,AwayLoss,B365H,B365D,B365A
Werder Bremen,Schalke 04,A,102,66,32,27,92,100,10,14,0,0,2,3,1,1,4,2,2.8,3.5,2.5
Dortmund,FC Koln,H,99,82,29,45,70,112,10,16,2,1,3,0,1,2,2,6,1.22,6.0,13.0
Hoffenheim,Hertha,D,101,51,28,14,110,93,14,10,0,1,4,1,3,3,1,2,1.67,3.8,5.5
Leverkusen,Freiburg,H,117,48,45,15,89,60,15,5,2,2,3,0,4,1,0,5,1.45,4.5,7.0
Augsburg,RB Leipzig,H,107,101,47,39,97,110,13,14,0,2,3,3,2,1,2,4,3.5,3.5,2.1
M'gladbach,Stuttgart,H,104,83,45,30,79,117,12,13,0,1,4,0,1,1,2,7,1.7,3.8,5.0
Schalke 04,Bayern Munich,A,111,121,38,42,134,75,12,10,0,0,4,4,3,1,1,2,7.0,4.75,1.44
Wolfsburg,Werder Bremen,D,107,75,33,44,78,115,8,12,1,0,2,0,5,4,1,3,2.05,3.5,3.6
FC Koln,Ein Frankfurt,A,98,76,32,36,86,139,9,17,0,0,0,4,1,3,5,1,2.88,3.1,2.63
Freiburg,Hannover,D,118,86,38,22,111,115,15,20,1,0,2,2,5,2,1,4,2.8,3.25,2.6
Hamburg,Dortmund,A,89,123,42,38,99,102,12,7,1,1,3,3,1,3,3,2,7.0,4.75,1.44
Hertha,Leverkusen,H,74,91,36,27,109,113,8,14,1,0,3,2,2,2,3,3,3.3,3.4,2.2
Mainz,Hoffenheim,A,105,88,36,37,123,102,16,14,1,0,4,2,1,2,3,2,2.7,3.4,2.6
Bayern Munich,Wolfsburg,D,150,45,56,13,68,86,7,10,0,1,6,1,1,3,0,2,1.14,8.5,19.0
Dortmund,M'gladbach,H,99,89,29,19,70,80,10,8,2,0,3,3,1,2,2,2,1.44,4.75,7.0
Hoffenheim,Schalke 04,H,101,66,28,27,110,100,14,14,0,0,4,3,3,1,1,2,2.2,3.5,3.25
Mainz,Hertha,H,105,51,36,14,123,93,16,10,1,1,4,1,1,3,3,2,2.2,3.3,3.4
RB Leipzig,Ein Frankfurt,H,103,76,26,36,63,139,5,17,1,0,5,4,1,3,0,1,1.7,3.8,5.0
Stuttgart,Augsburg,D,89,82,28,26,74,94,12,12,0,0,5,3,1,2,0,2,2.1,3.4,3.6
Werder Bremen,Freiburg,D,102,48,32,15,92,60,10,5,0,2,2,0,1,1,4,5,1.7,4.0,4.75
Hannover,FC Koln,D,80,82,27,45,97,112,12,16,0,1,3,0,2,2,1,6,1.95,3.6,3.8
Leverkusen,Hamburg,H,117,74,45,41,89,111,15,11,2,1,3,1,4,1,0,5,1.36,5.0,8.5
Schalke 04,Leverkusen,D,111,91,38,27,134,113,12,14,0,0,4,2,3,2,1,3,2.3,3.4,3.1
Augsburg,Dortmund,A,107,123,47,38,97,102,13,7,0,1,3,3,2,3,2,2,7.5,4.5,1.44
Ein Frankfurt,Stuttgart,H,87,83,34,30,84,117,12,13,1,1,2,0,1,1,3,7,1.95,3.5,4.0
Hamburg,Werder Bremen,D,89,75,42,44,99,115,12,12,1,0,3,0,1,4,3,3,2.7,3.2,2.75
M'gladbach,Hannover,H,104,86,45,22,79,115,12,20,0,0,4,2,1,2,2,4,1.73,3.6,5.25
Wolfsburg,Mainz,D,107,75,33,32,78,80,8,9,1,0,2,0,5,2,1,4,2.1,3.4,3.6
FC Koln,RB Leipzig,A,98,101,32,39,86,110,9,14,0,2,0,3,1,1,5,4,3.8,3.5,2.0
Freiburg,Hoffenheim,H,118,88,38,37,111,102,15,14,1,0,2,2,5,2,1,2,3.6,3.5,2.05
Hertha,Bayern Munich,D,74,121,36,42,109,75,8,10,1,0,3,4,2,1,3,2,8.5,5.0,1.36
Stuttgart,FC Koln,H,89,82,28,45,74,112,12,16,0,1,5,0,1,2,0,6,1.83,3.6,4.33
Bayern Munich,Freiburg,H,150,48,56,15,68,60,7,5,0,2,6,0,1,1,0,5,1.08,13.0,21.0
Dortmund,RB Leipzig,A,99,101,29,39,70,110,10,14,2,2,3,3,1,1,2,4,1.5,4.5,6.5
Hannover,Ein Frankfurt,A,80,76,27,36,97,139,12,17,0,0,3,4,2,3,1,1,2.38,3.2,3.1
Hertha,Schalke 04,A,74,66,36,27,109,100,8,14,1,0,3,3,2,1,3,2,2.5,3.3,2.9
Hoffenheim,Augsburg,D,101,82,28,26,110,94,14,12,0,0,4,3,3,2,1,2,1.8,3.75,4.5
Mainz,Hamburg,H,105,74,36,41,123,111,16,11,1,1,4,1,1,1,3,5,1.7,3.75,5.25
Leverkusen,Wolfsburg,D,117,45,45,13,89,86,15,10,2,1,3,1,4,3,0,2,1.53,4.33,6.0
Werder Bremen,M'gladbach,A,102,89,32,19,92,80,10,8,0,0,2,3,1,2,4,2,2.63,3.5,2.6
Schalke 04,Mainz,H,111,75,38,32,134,80,12,9,0,0,4,0,3,2,1,4,1.8,3.7,4.5
Augsburg,Hannover,A,107,86,47,22,97,115,13,20,0,0,3,2,2,2,2,4,2.04,3.5,3.6
Ein Frankfurt,Dortmund,D,87,123,34,38,84,102,12,7,1,1,2,3,1,3,3,2,5.0,3.75,1.72
Hamburg,Bayern Munich,A,89,121,42,42,99,75,12,10,1,0,3,4,1,1,3,2,19.0,7.0,1.16
M'gladbach,Leverkusen,A,104,91,45,27,79,113,12,14,0,0,4,2,1,2,2,3,2.45,3.39,2.87
RB Leipzig,Stuttgart,H,103,83,26,30,63,117,5,13,1,1,5,0,1,1,0,7,1.53,4.0,7.0
FC Koln,Werder Bremen,D,98,75,32,44,86,115,9,12,0,0,0,0,1,4,5,3,2.39,3.29,3.0
Freiburg,Hertha,D,118,51,38,14,111,93,15,10,1,1,2,1,5,3,1,2,2.54,3.29,2.79
Wolfsburg,Hoffenheim,D,107,88,33,37,78,102,8,14,1,0,2,2,5,2,1,2,2.5,3.39,2.79
Mainz,Ein Frankfurt,D,105,76,36,36,123,139,16,17,1,0,4,4,1,3,3,1,2.79,3.2,2.54
Bayern Munich,RB Leipzig,H,150,101,56,39,68,110,7,14,0,2,6,3,1,1,0,4,1.33,5.5,8.5
Hannover,Dortmund,H,80,123,27,38,97,102,12,7,0,1,3,3,2,3,1,2,5.5,4.2,1.57
Hertha,Hamburg,H,74,74,36,41,109,111,8,11,1,1,3,1,2,1,3,5,1.9,3.39,4.33
Hoffenheim,M'gladbach,A,101,89,28,19,110,80,14,8,0,0,4,3,3,2,1,2,2.04,3.6,3.5
Leverkusen,FC Koln,H,117,82,45,45,89,112,15,16,2,1,3,0,4,2,0,6,1.33,5.25,9.0
Schalke 04,Wolfsburg,D,111,45,38,13,134,86,12,10,0,1,4,1,3,3,1,2,1.75,3.6,5.0
Stuttgart,Freiburg,H,89,48,28,15,74,60,12,5,0,2,5,0,1,1,0,5,1.83,3.5,4.5
Werder Bremen,Augsburg,A,102,82,32,26,92,94,10,12,0,0,2,3,1,2,4,2,2.29,3.29,3.2
Ein Frankfurt,Werder Bremen,H,87,75,34,44,84,115,12,12,1,0,2,0,1,4,3,3,1.75,3.75,4.75
Augsburg,Leverkusen,D,107,91,47,27,97,113,13,14,0,0,3,2,2,2,2,3,3.5,3.6,2.04
Dortmund,Bayern Munich,A,99,121,29,42,70,75,10,10,2,0,3,4,1,1,2,2,3.29,3.79,2.04
Freiburg,Schalke 04,A,118,66,38,27,111,100,15,14,1,0,2,3,5,1,1,2,3.79,3.29,2.04
Hamburg,Stuttgart,H,89,83,42,30,99,117,12,13,1,1,3,0,1,1,3,7,2.45,3.39,2.87
M'gladbach,Mainz,D,104,75,45,32,79,80,12,9,0,0,4,0,1,2,2,4,1.61,4.0,5.5
RB Leipzig,Hannover,H,103,86,26,22,63,115,5,20,1,0,5,2,1,2,0,4,1.44,4.5,7.5
FC Koln,Hoffenheim,A,98,88,32,37,86,102,9,14,0,0,0,2,1,2,5,2,2.87,3.39,2.45
Wolfsburg,Hertha,D,107,51,33,14,78,93,8,10,1,1,2,1,5,3,1,2,2.0,3.39,4.0
Stuttgart,Dortmund,H,89,123,28,38,74,102,12,7,0,1,5,3,1,3,0,2,4.2,3.89,1.8
Bayern Munich,Augsburg,H,150,82,56,26,68,94,7,12,0,0,6,3,1,2,0,2,1.16,8.0,15.0
Hertha,M'gladbach,A,74,89,36,19,109,80,8,8,1,0,3,3,2,2,3,2,2.89,3.25,2.5
Hoffenheim,Ein Frankfurt,D,101,76,28,36,110,139,14,17,0,0,4,4,3,3,1,1,2.2,3.39,3.39
Leverkusen,RB Leipzig,D,117,101,45,39,89,110,15,14,2,2,3,3,4,1,0,4,2.29,3.5,3.0
Mainz,FC Koln,H,105,82,36,45,123,112,16,16,1,1,4,0,1,2,3,6,2.04,3.39,3.79
Wolfsburg,Freiburg,H,107,48,33,15,78,60,8,5,1,2,2,0,5,1,1,5,1.61,3.75,6.0
Schalke 04,Hamburg,H,111,74,38,41,134,111,12,11,0,1,4,1,3,1,1,5,1.57,3.79,6.5
Werder Bremen,Hannover,H,102,86,32,22,92,115,10,20,0,0,2,2,1,2,4,4,2.2,3.39,3.29
Hannover,Stuttgart,D,80,83,27,30,97,117,12,13,0,1,3,0,2,1,1,7,2.29,3.39,3.1
Augsburg,Wolfsburg,H,107,45,47,13,97,86,13,10,0,1,3,1,2,3,2,2,2.37,3.29,3.1
Dortmund,Schalke 04,D,99,66,29,27,70,100,10,14,2,0,3,3,1,1,2,2,1.72,4.2,4.33
Ein Frankfurt,Leverkusen,A,87,91,34,27,84,113,12,14,1,0,2,2,1,2,3,3,2.62,3.5,2.62
Freiburg,Mainz,H,118,75,38,32,111,80,15,9,1,0,2,0,5,2,1,4,2.75,3.29,2.6
M'gladbach,Bayern Munich,H,104,121,45,42,79,75,12,10,0,0,4,4,1,1,2,2,5.75,4.75,1.5
RB Leipzig,Werder Bremen,H,103,75,26,44,63,115,5,12,1,0,5,0,1,4,0,3,1.5,4.33,6.5
FC Koln,Hertha,A,98,51,32,14,86,93,9,10,0,1,0,1,1,3,5,2,2.5,3.2,3.0
Hamburg,Hoffenheim,H,89,88,42,37,99,102,12,14,1,0,3,2,1,2,3,2,2.79,3.39,2.5
Freiburg,Hamburg,D,118,74,38,41,111,111,15,11,1,1,2,1,5,1,1,5,2.5,3.25,2.89
Bayern Munich,Hannover,H,150,86,56,22,68,115,7,20,0,0,6,2,1,2,0,4,1.14,9.0,17.0
Hoffenheim,RB Leipzig,H,101,101,28,39,110,110,14,14,0,2,4,3,3,1,1,4,3.29,3.6,2.1
Leverkusen,Dortmund,D,117,123,45,38,89,102,15,7,2,1,3,3,4,3,0,2,2.25,3.6,3.0
Mainz,Augsburg,A,105,82,36,26,123,94,16,12,1,0,4,3,1,2,3,2,2.6,3.25,2.79
Schalke 04,FC Koln,D,111,82,38,45,134,112,12,16,0,1,4,0,3,2,1,6,1.44,4.33,8.0
Werder Bremen,Stuttgart,H,102,83,32,30,92,117,10,13,0,1,2,0,1,1,4,7,2.29,3.39,3.1
Hertha,Ein Frankfurt,A,74,76,36,36,109,139,8,17,1,0,3,4,2,3,3,1,2.7,3.25,2.7
Wolfsburg,M'gladbach,H,107,89,33,19,78,80,8,8,1,0,2,3,5,2,1,2,2.62,3.39,2.62
