HomeTeam,AwayTeam,FTR,HomeShoot,AwayShoot,HomeCorner,AwayCorner,HomeFouls,AwayFouls,HomeYellow,AwayYellow,HomeRed,AwayRed,HomeWin,AwayWin,HomeDraw,AwayDraw,HomeLoss,AwayLoss,B365H,B365D,B365A
Paderborn,M'gladbach,A,123,50,41,15,103,83,9,10,0,0,3,2,4,2,1,2,3.3,3.5,2.1
Schalke 04,Dortmund,H,70,115,13,44,102,97,12,13,2,0,5,1,2,1,0,5,3.4,3.6,2.05
Stuttgart,Hannover,H,91,75,44,20,99,122,10,13,1,1,1,2,1,1,5,4,1.95,3.5,3.6
Wolfsburg,Werder Bremen,H,124,69,45,27,95,129,7,17,0,1,6,1,1,2,0,5,1.5,4.33,6.0
Augsburg,Hertha,H,78,66,21,35,86,145,11,18,0,1,5,1,0,1,1,5,2.05,3.5,3.4
Hamburg,Ein Frankfurt,A,85,73,37,28,147,93,18,11,0,1,3,2,2,2,2,2,2.05,3.5,3.4
Hertha,Stuttgart,H,77,79,32,38,127,103,13,12,0,0,3,2,1,2,3,3,2.25,3.4,3.1
Bayern Munich,Hannover,H,149,75,67,20,83,122,4,13,0,1,8,2,0,1,0,4,1.13,8.5,17.0
Dortmund,Hamburg,A,126,83,53,27,84,126,13,19,0,0,3,1,1,1,3,5,1.33,5.25,8.0
Ein Frankfurt,FC Koln,H,119,61,43,21,127,88,19,11,1,0,4,3,1,1,3,3,2.3,3.2,3.2
Hoffenheim,Schalke 04,H,120,75,38,24,117,102,13,18,0,1,4,2,2,0,1,5,2.3,3.6,2.88
Leverkusen,Paderborn,D,158,71,54,24,103,87,13,10,1,1,4,1,3,1,0,4,1.33,5.25,8.0
Werder Bremen,Freiburg,D,92,62,43,29,100,128,13,20,0,1,2,1,2,4,2,3,2.38,3.4,2.88
M'gladbach,Mainz,D,126,93,47,24,104,135,10,18,1,0,4,1,3,4,1,3,1.85,3.6,4.0
Wolfsburg,Augsburg,H,124,113,45,37,95,128,7,19,0,0,6,3,1,0,0,5,1.7,3.8,4.75
Bayern Munich,Werder Bremen,H,149,69,67,27,83,129,4,17,0,1,8,1,0,2,0,5,1.1,11.0,17.0
FC Koln,Dortmund,H,67,115,25,44,81,97,6,13,0,0,1,1,2,1,4,5,5.0,4.0,1.62
Freiburg,Wolfsburg,A,89,106,34,39,84,99,7,7,2,1,1,3,3,1,2,3,3.5,3.5,2.0
Hannover,M'gladbach,A,79,50,38,15,97,83,13,10,0,0,4,2,0,2,3,2,3.1,3.4,2.25
Mainz,Augsburg,H,72,113,31,37,89,128,10,19,0,0,2,3,3,0,1,5,2.3,3.4,3.0
Schalke 04,Hertha,H,70,66,13,35,102,145,12,18,2,1,5,1,2,1,0,5,1.67,3.8,5.0
Stuttgart,Leverkusen,D,91,90,44,26,99,150,10,16,1,2,1,2,1,2,5,3,3.4,3.5,2.05
Hamburg,Hoffenheim,D,85,76,37,27,147,124,18,14,0,1,3,1,2,3,2,3,2.4,3.4,2.8
Paderborn,Ein Frankfurt,H,123,73,41,28,103,93,9,11,0,1,3,2,4,2,1,2,2.5,3.4,2.7
Werder Bremen,FC Koln,A,92,61,43,21,100,88,13,11,0,0,2,3,2,1,2,3,2.55,3.4,2.63
Augsburg,Freiburg,H,78,62,21,29,86,128,11,20,0,1,5,1,0,4,1,3,1.83,3.6,4.2
Dortmund,Hannover,A,126,75,53,20,84,122,13,13,0,1,3,2,1,1,3,4,1.22,6.5,11.0
Ein Frankfurt,Stuttgart,A,119,79,43,38,127,103,19,12,1,0,4,2,1,2,3,3,2.25,3.4,3.0
Hertha,Hamburg,H,77,83,32,27,127,126,13,19,0,0,3,1,1,1,3,5,2.2,3.4,3.2
Hoffenheim,Paderborn,H,120,71,38,24,117,87,13,10,0,1,4,1,2,1,1,4,1.62,4.33,4.75
Leverkusen,Schalke 04,H,158,75,54,24,103,102,13,18,1,1,4,2,3,0,0,5,1.67,4.1,4.5
M'gladbach,Bayern Munich,D,126,100,47,44,104,66,10,7,1,0,4,3,3,3,1,0,8.0,4.75,1.36
Wolfsburg,Mainz,H,124,93,45,24,95,135,7,18,0,0,6,1,1,4,0,3,1.67,3.8,5.0
Schalke 04,Augsburg,H,70,113,13,37,102,128,12,19,2,0,5,3,2,0,0,5,1.91,3.6,3.8
Bayern Munich,Dortmund,H,149,115,67,44,83,97,4,13,0,0,8,1,0,1,0,5,1.44,4.5,6.5
Hamburg,Leverkusen,H,85,90,37,26,147,150,18,16,0,2,3,2,2,2,2,3,3.4,3.5,2.05
Hannover,Ein Frankfurt,H,79,73,38,28,97,93,13,11,0,1,4,2,0,2,3,2,2.25,3.4,3.1
Mainz,Werder Bremen,A,72,69,31,27,89,129,10,17,0,1,2,1,3,2,1,5,1.73,4.0,4.33
Stuttgart,Wolfsburg,A,91,106,44,39,99,99,10,7,1,1,1,3,1,1,5,3,3.3,3.5,2.1
FC Koln,Freiburg,A,67,62,25,29,81,128,6,20,0,1,1,1,2,4,4,3,1.91,3.6,3.8
M'gladbach,Hoffenheim,H,126,76,47,27,104,124,10,14,1,1,4,1,3,3,1,3,1.95,3.5,3.75
Paderborn,Hertha,H,123,66,41,35,103,145,9,18,0,1,3,1,4,1,1,5,2.5,3.5,2.63
Hertha,Hannover,A,77,75,32,20,127,122,13,13,0,1,3,2,1,1,3,4,2.05,3.4,3.5
Augsburg,Paderborn,H,78,71,21,24,86,87,11,10,0,1,5,1,0,1,1,4,1.73,3.8,4.5
Ein Frankfurt,Bayern Munich,A,119,100,43,44,127,66,19,7,1,0,4,3,1,3,3,0,13.0,7.0,1.18
Freiburg,Schalke 04,H,89,75,34,24,84,102,7,18,2,1,1,2,3,0,2,5,2.63,3.5,2.5
Hoffenheim,FC Koln,A,120,61,38,21,117,88,13,11,0,0,4,3,2,1,1,3,1.8,3.8,4.0
Leverkusen,Mainz,D,158,93,54,24,103,135,13,18,1,0,4,1,3,4,0,3,1.5,4.33,6.0
Werder Bremen,Stuttgart,H,92,79,43,38,100,103,13,12,0,0,2,2,2,2,2,3,2.63,3.3,2.63
Dortmund,M'gladbach,H,126,50,53,15,84,83,13,10,0,0,3,2,1,2,3,2,1.57,4.33,5.0
Wolfsburg,Hamburg,H,124,83,45,27,95,126,7,19,0,0,6,1,1,1,0,5,1.57,4.2,5.25
Bayern Munich,Hoffenheim,H,149,76,67,27,83,124,4,14,0,1,8,1,0,3,0,3,1.14,8.0,15.0
FC Koln,Hertha,A,67,66,25,35,81,145,6,18,0,1,1,1,2,1,4,5,2.1,3.3,3.5
Hannover,Leverkusen,A,79,90,38,26,97,150,13,16,0,2,4,2,0,2,3,3,3.8,3.6,1.91
Mainz,Freiburg,D,72,62,31,29,89,128,10,20,0,1,2,1,3,4,1,3,2.15,3.3,3.4
M'gladbach,Ein Frankfurt,A,126,73,47,28,104,93,10,11,1,1,4,2,3,2,1,2,1.36,5.0,7.5
Paderborn,Dortmund,D,123,115,41,44,103,97,9,13,0,0,3,1,4,1,1,5,7.0,4.75,1.4
Schalke 04,Wolfsburg,H,70,106,13,39,102,99,12,7,2,1,5,3,2,1,0,3,3.0,3.4,2.3
Hamburg,Werder Bremen,H,85,69,37,27,147,129,18,17,0,1,3,1,2,2,2,5,1.91,3.6,3.75
Stuttgart,Augsburg,A,91,113,44,37,99,128,10,19,1,0,1,3,1,0,5,5,2.38,3.5,2.8
Freiburg,Stuttgart,A,89,79,34,38,84,103,7,12,2,0,1,2,3,2,2,3,2.25,3.4,3.1
Augsburg,Hamburg,H,78,83,21,27,86,126,11,19,0,0,5,1,0,1,1,5,2.0,3.5,3.75
Hertha,Bayern Munich,A,77,100,32,44,127,66,13,7,0,0,3,3,1,3,3,0,15.0,7.5,1.18
Hoffenheim,Hannover,H,120,75,38,20,117,122,13,13,0,1,4,2,2,1,1,4,1.7,4.0,4.75
Leverkusen,FC Koln,H,158,61,54,21,103,88,13,11,1,0,4,3,3,1,0,3,1.5,4.33,6.5
Schalke 04,Mainz,H,70,93,13,24,102,135,12,18,2,0,5,1,2,4,0,3,1.95,3.7,3.75
Werder Bremen,Paderborn,H,92,71,43,24,100,87,13,10,0,1,2,1,2,1,2,4,2.2,3.5,3.25
Ein Frankfurt,Dortmund,H,119,115,43,44,127,97,19,13,1,0,4,1,1,1,3,5,5.0,4.33,1.62
Wolfsburg,M'gladbach,H,124,50,45,15,95,83,7,10,0,0,6,2,1,2,0,2,1.91,3.75,3.8
Dortmund,Hoffenheim,H,126,76,53,27,84,124,13,14,0,1,3,1,1,3,3,3,1.5,4.6,6.0
Bayern Munich,Leverkusen,H,149,90,67,26,83,150,4,16,0,2,8,2,0,2,0,3,1.25,6.0,12.0
FC Koln,Augsburg,A,67,113,25,37,81,128,6,19,0,0,1,3,2,0,4,5,2.88,3.2,2.55
Hannover,Wolfsburg,A,79,106,38,39,97,99,13,7,0,1,4,3,0,1,3,3,3.8,3.6,1.95
M'gladbach,Hertha,H,126,66,47,35,104,145,10,18,1,1,4,1,3,1,1,5,1.67,3.8,5.25
Paderborn,Freiburg,D,123,62,41,29,103,128,9,20,0,1,3,1,4,4,1,3,2.38,3.3,3.1
Stuttgart,Schalke 04,A,91,75,44,24,99,102,10,18,1,1,1,2,1,0,5,5,2.25,3.4,3.25
Ein Frankfurt,Werder Bremen,H,119,69,43,27,127,129,19,17,1,1,4,1,1,2,3,5,2.05,3.6,3.5
Hamburg,Mainz,H,85,93,37,24,147,135,18,18,0,0,3,1,2,4,2,3,2.1,3.4,3.6
