HomeTeam,AwayTeam,FTR,HomeShoot,AwayShoot,HomeCorner,AwayCorner,HomeFouls,AwayFouls,HomeYellow,AwayYellow,HomeRed,AwayRed,HomeWin,AwayWin,HomeDraw,AwayDraw,HomeLoss,AwayLoss,B365H,B365D,B365A
Hannover,Freiburg,A,89,73,42,29,130,99,16,9,1,1,4,2,2,2,2,2,2.1,3.4,3.4
Leverkusen,Schalke 04,H,108,97,37,32,74,87,7,13,1,1,4,2,2,2,0,3,2.63,3.5,2.5
M'gladbach,Stuttgart,A,74,85,31,24,91,116,15,16,1,2,3,3,2,2,2,2,2.38,3.4,2.88
Nurnberg,Bayern Munich,D,73,109,38,38,122,118,13,10,1,0,2,6,3,1,2,0,10.0,5.5,1.29
Hoffenheim,Wolfsburg,A,106,71,34,28,105,149,11,10,3,0,2,3,2,1,3,4,2.25,3.4,3.1
Werder Bremen,Fortuna Dusseldorf,H,111,55,49,16,102,104,14,12,2,2,4,2,1,2,2,3,1.53,4.1,6.0
Fortuna Dusseldorf,Hamburg,H,53,83,24,31,110,134,13,14,1,2,1,2,4,2,2,3,3.0,3.25,2.38
Bayern Munich,Hannover,H,136,67,60,28,94,100,8,14,0,0,6,2,0,0,1,4,1.17,7.0,15.0
Greuther Furth,Nurnberg,D,64,69,31,37,145,129,17,19,3,1,0,2,2,1,5,4,2.5,3.3,2.75
Mainz,Dortmund,A,68,112,25,42,110,99,15,9,0,0,4,3,0,3,2,1,5.5,3.75,1.62
Schalke 04,Ein Frankfurt,D,95,78,40,27,91,96,8,12,0,1,5,2,1,1,1,3,1.5,4.33,6.0
Wolfsburg,Werder Bremen,D,71,78,35,31,110,119,9,14,1,1,1,1,2,2,3,4,2.25,3.4,3.1
Augsburg,M'gladbach,D,94,69,34,27,97,92,11,12,0,0,1,2,2,3,4,2,2.38,3.25,3.0
Freiburg,Stuttgart,H,125,85,53,24,116,116,14,16,1,2,3,3,2,2,3,2,2.2,3.5,3.1
Hoffenheim,Leverkusen,A,106,81,34,30,105,139,11,17,3,0,2,4,2,1,3,3,3.1,3.4,2.25
Dortmund,Fortuna Dusseldorf,D,115,55,49,16,77,104,8,12,0,2,4,2,2,2,1,3,1.13,8.0,19.0
Ein Frankfurt,Mainz,A,111,79,48,32,129,116,11,17,0,1,5,2,2,2,1,4,2.1,3.4,3.4
Hamburg,Schalke 04,H,82,97,29,32,131,87,16,13,0,1,4,2,0,2,3,3,4.5,3.5,1.8
Hannover,Greuther Furth,H,89,66,42,21,130,137,16,16,1,0,4,1,2,3,2,3,1.62,4.0,5.0
Freiburg,Bayern Munich,A,125,109,53,38,116,118,14,10,1,0,3,6,2,1,3,0,8.0,4.75,1.36
M'gladbach,Wolfsburg,H,74,71,31,28,91,149,15,10,1,0,3,3,2,1,2,4,2.38,3.4,2.88
Nurnberg,Hoffenheim,H,73,69,38,18,122,118,13,17,1,1,2,1,3,1,2,5,2.3,3.4,3.0
Stuttgart,Augsburg,H,75,81,43,35,119,122,11,12,0,0,2,0,2,2,3,5,1.6,4.0,5.25
Werder Bremen,Leverkusen,A,111,81,49,30,102,139,14,17,2,0,4,4,1,1,2,3,2.6,3.5,2.55
