HomeTeam,AwayTeam,FTR,HomeShoot,AwayShoot,HomeCorner,AwayCorner,HomeFouls,AwayFouls,HomeYellow,AwayYellow,HomeRed,AwayRed,HomeWin,AwayWin,HomeDraw,AwayDraw,HomeLoss,AwayLoss,B365H,B365D,B365A
M'gladbach,Braunschweig,H,93,66,16,21,65,121,12,14,0,1,7,1,0,1,0,5,1.36,4.75,8.0
Hamburg,Werder Bremen,A,109,82,37,36,95,127,9,17,0,0,2,2,1,2,3,4,1.95,3.4,3.9
Hannover,Augsburg,H,122,85,56,37,172,102,20,17,3,1,5,1,2,1,1,5,2.5,3.3,2.75
Mainz,Leverkusen,A,107,69,28,28,139,97,16,13,1,1,4,4,1,0,3,2,3.5,3.5,2.05
Nurnberg,Dortmund,D,66,112,26,39,78,99,12,11,1,1,0,4,3,1,3,2,8.0,5.25,1.33
Schalke 04,Bayern Munich,A,95,100,25,37,87,70,10,6,0,0,4,4,1,2,2,0,5.5,4.33,1.53
Wolfsburg,Hoffenheim,H,119,69,38,21,111,113,11,15,0,0,5,2,1,1,1,3,1.73,4.0,4.2
Freiburg,Hertha,D,66,59,32,26,89,98,11,17,0,0,0,1,3,3,3,2,2.38,3.4,2.9
Stuttgart,Ein Frankfurt,D,83,108,33,55,79,130,11,14,0,2,1,2,3,2,2,4,2.15,3.4,3.3
Augsburg,M'gladbach,D,108,85,41,25,110,81,14,14,0,1,4,2,1,1,2,4,2.5,3.25,2.8
Bayern Munich,Wolfsburg,H,153,95,64,20,94,113,13,10,0,4,8,2,0,1,0,4,1.14,8.0,15.0
Dortmund,Freiburg,H,157,68,46,27,79,128,4,14,0,5,6,2,0,2,1,4,1.18,7.0,13.0
Ein Frankfurt,Hamburg,D,75,107,42,41,95,122,13,17,0,0,0,2,3,3,3,3,1.8,3.6,4.33
Hertha,Mainz,H,104,74,51,29,142,94,10,13,0,1,4,2,1,0,3,4,2.0,3.6,3.5
Hoffenheim,Schalke 04,D,112,74,32,30,153,141,14,9,1,2,1,3,4,2,3,2,2.8,3.3,2.5
Leverkusen,Hannover,H,136,76,42,27,102,111,10,16,0,1,7,0,1,0,0,6,1.33,5.0,9.0
Braunschweig,Stuttgart,A,107,78,29,28,90,108,11,12,0,2,1,3,1,1,5,4,4.0,3.5,1.91
Werder Bremen,Nurnberg,D,86,95,29,30,105,113,12,18,1,0,2,0,2,5,2,3,2.05,3.5,3.4
Hannover,Hertha,D,122,59,56,26,172,98,20,17,3,0,5,1,2,3,1,2,2.25,3.4,3.1
Leverkusen,Bayern Munich,D,136,100,42,37,102,70,10,6,0,0,7,4,1,2,0,0,5.0,4.2,1.6
Mainz,Hoffenheim,D,107,69,28,21,139,113,16,15,1,0,4,2,1,1,3,3,2.25,3.5,3.0
M'gladbach,Dortmund,H,93,112,16,39,65,99,12,11,0,1,7,4,0,1,0,2,5.0,3.75,1.67
Schalke 04,Augsburg,H,95,85,25,37,87,102,10,17,0,1,4,1,1,1,2,5,1.73,3.8,4.5
Stuttgart,Werder Bremen,D,83,82,33,36,79,127,11,17,0,0,1,2,3,2,2,4,1.7,3.8,4.75
Wolfsburg,Braunschweig,A,119,66,38,21,111,121,11,14,0,1,5,1,1,1,1,5,1.29,5.5,9.5
Freiburg,Ein Frankfurt,D,66,108,32,55,89,130,11,14,0,2,0,2,3,2,3,4,2.7,3.4,2.5
Nurnberg,Hamburg,A,66,107,26,41,78,122,12,17,1,0,0,2,3,3,3,3,2.38,3.5,2.8
Hoffenheim,Leverkusen,A,112,69,32,28,153,97,14,13,1,1,1,4,4,0,3,2,3.25,3.6,2.1
Bayern Munich,Mainz,H,153,74,64,29,94,94,13,13,0,1,8,2,0,0,0,4,1.1,9.0,23.0
Braunschweig,Schalke 04,A,107,74,29,30,90,141,11,9,0,2,1,3,1,2,5,2,4.75,3.6,1.73
Dortmund,Hannover,H,157,76,46,27,79,111,4,16,0,1,6,0,0,0,1,6,1.22,6.5,11.0
Ein Frankfurt,Nurnberg,D,75,95,42,30,95,113,13,18,0,0,0,0,3,5,3,3,1.57,4.0,5.5
Hertha,M'gladbach,H,104,85,51,25,142,81,10,14,0,1,4,2,1,1,3,4,2.38,3.4,2.9
Werder Bremen,Freiburg,D,86,68,29,27,105,128,12,14,1,5,2,2,2,2,2,4,1.95,3.4,3.8
Augsburg,Wolfsburg,A,108,95,41,20,110,113,14,10,0,4,4,2,1,1,2,4,2.38,3.4,2.88
Hamburg,Stuttgart,D,109,78,37,28,95,108,9,12,0,2,2,3,1,1,3,4,2.3,3.4,3.0
Stuttgart,Nurnberg,D,83,95,33,30,79,113,11,18,0,0,1,0,3,5,2,3,1.62,4.0,5.0
Bayern Munich,Hertha,H,153,59,64,26,94,98,13,17,0,0,8,1,0,3,0,2,1.1,9.0,21.0
Hannover,Hoffenheim,A,122,69,56,21,172,113,20,15,3,0,5,2,2,1,1,3,2.3,3.5,2.9
Leverkusen,Augsburg,H,136,85,42,37,102,102,10,17,0,1,7,1,1,1,0,5,1.5,4.33,6.0
Mainz,Braunschweig,H,107,66,28,21,139,121,16,14,1,1,4,1,1,1,3,5,1.57,4.1,5.25
Schalke 04,Dortmund,A,95,112,25,39,87,99,10,11,0,1,4,4,1,1,2,2,4.2,3.6,1.83
Wolfsburg,Werder Bremen,H,119,82,38,36,111,127,11,17,0,0,5,2,1,2,1,4,1.62,3.75,5.5
Freiburg,Hamburg,A,66,107,32,41,89,122,11,17,0,0,0,2,3,3,3,3,2.6,3.4,2.6
M'gladbach,Ein Frankfurt,H,93,108,16,55,65,130,12,14,0,2,7,2,0,2,0,4,2.05,3.5,3.4
Dortmund,Stuttgart,H,157,78,46,28,79,108,4,12,0,2,6,3,0,1,1,4,1.22,6.0,12.0
Braunschweig,Leverkusen,H,107,69,29,28,90,97,11,13,0,1,1,4,1,0,5,2,7.0,4.33,1.44
Ein Frankfurt,Wolfsburg,A,75,95,42,20,95,113,13,10,0,4,0,2,3,1,3,4,2.3,3.4,3.0
Hamburg,M'gladbach,A,109,85,37,25,95,81,9,14,0,1,2,2,1,1,3,4,2.3,3.5,2.9
Hertha,Schalke 04,A,104,74,51,30,142,141,10,9,0,2,4,3,1,2,3,2,2.3,3.4,3.0
Hoffenheim,Bayern Munich,A,112,100,32,37,153,70,14,6,1,0,1,4,4,2,3,0,12.0,6.0,1.25
Nurnberg,Freiburg,A,66,68,26,27,78,128,12,14,1,5,0,2,3,2,3,4,2.0,3.4,3.75
Augsburg,Mainz,H,108,74,41,29,110,94,14,13,0,1,4,2,1,0,2,4,2.0,3.5,3.6
Werder Bremen,Hannover,H,86,76,29,27,105,111,12,16,1,1,2,0,2,0,2,6,2.25,3.5,3.0
Hannover,Braunschweig,D,122,66,56,21,172,121,20,14,3,1,5,1,2,1,1,5,1.62,3.8,5.5
Bayern Munich,Augsburg,H,153,85,64,37,94,102,13,17,0,1,8,1,0,1,0,5,1.13,8.0,19.0
Hoffenheim,Hertha,A,112,59,32,26,153,98,14,17,1,0,1,1,4,3,3,2,2.2,3.4,3.2
Leverkusen,Hamburg,H,136,107,42,41,102,122,10,17,0,0,7,2,1,3,0,3,1.5,4.33,6.0
M'gladbach,Nurnberg,H,93,95,16,30,65,113,12,18,0,0,7,0,0,5,0,3,1.53,4.1,6.0
Schalke 04,Werder Bremen,H,95,82,25,36,87,127,10,17,0,0,4,2,1,2,2,4,1.57,4.0,5.5
Wolfsburg,Dortmund,H,119,112,38,39,111,99,11,11,0,1,5,4,1,1,1,2,4.5,3.8,1.73
Freiburg,Stuttgart,A,66,78,32,28,89,108,11,12,0,2,0,3,3,1,3,4,3.0,3.4,2.3
Mainz,Ein Frankfurt,H,107,108,28,55,139,130,16,14,1,2,4,2,1,2,3,4,2.5,3.3,2.88
Stuttgart,M'gladbach,A,83,85,33,25,79,81,11,14,0,1,1,2,3,1,2,4,2.3,3.5,2.9
Augsburg,Hoffenheim,H,108,69,41,21,110,113,14,15,0,0,4,2,1,1,2,3,2.1,3.5,3.3
Braunschweig,Freiburg,A,107,68,29,27,90,128,11,14,0,5,1,2,1,2,5,4,2.4,3.3,2.9
Dortmund,Bayern Munich,A,157,100,46,37,79,70,4,6,0,0,6,4,0,2,1,0,3.6,3.6,2.0
Ein Frankfurt,Schalke 04,D,75,74,42,30,95,141,13,9,0,2,0,3,3,2,3,2,2.6,3.4,2.6
Hertha,Leverkusen,A,104,69,51,28,142,97,10,13,0,1,4,4,1,0,3,2,3.0,3.25,2.38
Nurnberg,Wolfsburg,D,66,95,26,20,78,113,12,10,1,4,0,2,3,1,3,4,3.2,3.4,2.2
Hamburg,Hannover,H,109,76,37,27,95,111,9,16,0,1,2,0,1,0,3,6,2.0,3.6,3.5
Werder Bremen,Mainz,A,86,74,29,29,105,94,12,13,1,1,2,2,2,0,2,4,2.38,3.4,2.88
Wolfsburg,Hamburg,D,119,107,38,41,111,122,11,17,0,0,5,2,1,3,1,3,1.8,3.6,4.33
Bayern Munich,Braunschweig,H,153,66,64,21,94,121,13,14,0,1,8,1,0,1,0,5,1.06,15.0,51.0
Hertha,Augsburg,D,104,85,51,37,142,102,10,17,0,1,4,1,1,1,3,5,2.0,3.5,3.6
Hoffenheim,Werder Bremen,D,112,82,32,36,153,127,14,17,1,0,1,2,4,2,3,4,1.8,3.75,4.2
Leverkusen,Nurnberg,H,136,95,42,30,102,113,10,18,0,0,7,0,1,5,0,3,1.44,4.5,6.5
Mainz,Dortmund,A,107,112,28,39,139,99,16,11,1,1,4,4,1,1,3,2,5.0,4.33,1.57
Schalke 04,Stuttgart,H,95,78,25,28,87,108,10,12,0,2,4,3,1,1,2,4,1.67,3.8,5.0
Hannover,Ein Frankfurt,H,122,108,56,55,172,130,20,14,3,2,5,2,2,2,1,4,2.4,3.4,2.8
M'gladbach,Freiburg,H,93,68,16,27,65,128,12,14,0,5,7,2,0,2,0,4,1.4,4.33,8.5
