HomeTeam,AwayTeam,FTR,HomeShoot,AwayShoot,HomeCorner,AwayCorner,HomeFouls,AwayFouls,HomeYellow,AwayYellow,HomeRed,AwayRed,HomeWin,AwayWin,HomeDraw,AwayDraw,HomeLoss,AwayLoss,B365H,B365D,B365A
Leverkusen,M'gladbach,H,59,69,31,29,50,57,15,9,0,0,2,1,0,0,3,4,2.2,3.75,3.0
Hoffenheim,Union Berlin,D,58,46,27,18,64,42,8,11,0,1,3,1,1,2,1,1,2.0,3.6,3.6
Bayern Munich,FC Koln,H,93,69,27,18,33,59,4,11,0,1,4,0,0,2,1,3,1.11,11.0,16.0
Dortmund,Hoffenheim,H,83,62,31,24,50,54,9,11,0,0,6,1,0,1,0,3,1.4,5.5,6.5
Augsburg,Leverkusen,A,62,64,28,26,56,48,8,9,0,1,2,3,1,2,2,0,4.75,3.8,1.72
Bielefeld,Ein Frankfurt,D,71,49,28,19,84,68,12,12,0,0,0,1,3,2,3,2,3.3,3.6,2.1
FC Koln,Bochum,H,85,51,27,16,67,84,11,10,0,1,3,1,2,0,0,5,1.83,3.75,4.2
Mainz,Greuther Furth,H,64,49,24,17,73,78,8,8,1,0,3,0,1,0,1,6,1.66,4.0,5.0
Stuttgart,Freiburg,A,85,55,29,28,62,70,7,6,1,0,2,3,1,2,2,0,2.15,3.6,3.2
Bayern Munich,Hertha,H,93,46,27,19,33,80,4,11,0,1,4,2,0,0,1,4,1.14,9.0,15.0
Union Berlin,M'gladbach,H,67,69,25,29,63,57,8,9,0,0,3,1,2,0,1,4,2.45,3.25,2.9
Wolfsburg,RB Leipzig,H,71,73,30,38,70,58,16,10,1,0,2,0,1,3,2,2,3.6,3.5,2.05
Freiburg,FC Koln,D,64,69,23,18,59,59,2,11,0,1,3,0,2,2,0,3,2.2,3.6,3.1
Greuther Furth,Wolfsburg,A,50,61,18,16,63,76,12,10,0,1,0,3,1,0,3,2,5.5,4.33,1.57
Hoffenheim,Mainz,A,58,62,27,23,64,68,8,14,0,0,3,2,1,0,1,3,2.0,3.75,3.5
Leverkusen,Dortmund,A,59,56,31,16,50,49,15,11,0,1,2,2,0,0,3,2,3.1,3.8,2.15
Union Berlin,Augsburg,D,67,36,25,13,63,62,8,12,0,0,3,0,2,2,1,3,1.7,3.75,5.0
RB Leipzig,Bayern Munich,A,82,91,15,25,52,46,4,2,0,1,4,4,0,1,1,0,3.0,3.8,2.2
Ein Frankfurt,Stuttgart,D,73,45,31,16,60,68,8,19,0,1,0,0,4,3,1,2,2.0,3.75,3.5
Bochum,Hertha,A,61,46,20,19,48,80,6,11,0,1,2,2,1,0,1,4,2.8,3.4,2.5
M'gladbach,Bielefeld,H,87,46,29,13,55,53,11,4,0,1,3,0,2,2,0,2,1.44,4.75,7.0
Hertha,Greuther Furth,H,49,49,19,17,52,78,7,8,0,0,2,0,0,0,2,6,1.75,3.75,4.2
Augsburg,M'gladbach,H,62,69,28,29,56,57,8,9,0,0,2,1,1,0,2,4,4.2,4.0,1.8
Bayern Munich,Bochum,H,93,51,27,16,33,84,4,10,0,1,4,1,0,0,1,5,1.06,13.0,29.0
Bielefeld,Hoffenheim,D,71,62,28,24,84,54,12,11,0,0,0,1,3,1,3,3,3.5,3.6,2.05
Mainz,Freiburg,D,64,55,24,28,73,70,8,6,1,0,3,3,1,2,1,0,2.0,3.6,3.6
FC Koln,RB Leipzig,D,85,73,27,38,67,58,11,10,0,0,3,0,2,3,0,2,4.5,4.0,1.72
Stuttgart,Leverkusen,A,85,64,29,26,62,48,7,9,1,1,2,3,1,2,2,0,3.3,3.75,2.1
Dortmund,Union Berlin,H,83,46,31,18,50,42,9,11,0,1,6,1,0,2,0,1,1.36,5.25,8.0
Wolfsburg,Ein Frankfurt,D,71,49,30,19,70,68,16,12,1,0,2,1,1,2,2,2,1.8,3.8,4.33
Greuther Furth,Bayern Munich,A,50,91,18,25,63,46,12,2,0,1,0,4,1,1,3,0,23.0,13.0,1.07
Ein Frankfurt,FC Koln,D,73,69,31,18,60,59,8,11,0,1,0,0,4,2,1,3,2.0,3.75,3.5
Hoffenheim,Wolfsburg,H,58,61,27,16,64,76,8,10,0,1,3,3,1,0,1,2,2.75,3.5,2.5
Leverkusen,Mainz,H,59,62,31,23,50,68,15,14,0,0,2,2,0,0,3,3,1.72,4.0,4.5
RB Leipzig,Hertha,H,82,46,15,19,52,80,4,11,0,1,4,2,0,0,1,4,1.3,5.5,10.0
Union Berlin,Bielefeld,H,67,46,25,13,63,53,8,4,0,1,3,0,2,2,1,2,1.66,3.8,5.5
M'gladbach,Dortmund,H,87,56,29,16,55,49,11,11,0,1,3,2,2,0,0,2,4.33,4.2,1.72
Bochum,Stuttgart,D,61,45,20,16,48,68,6,19,0,1,2,0,1,3,1,2,3.0,3.5,2.3
Freiburg,Augsburg,H,64,36,23,13,59,62,2,12,0,0,3,0,2,2,0,3,1.85,3.6,4.33
FC Koln,Greuther Furth,H,85,49,27,17,67,78,11,8,0,0,3,0,2,0,0,6,1.4,5.0,7.0
Dortmund,Augsburg,H,83,36,31,13,50,62,9,12,0,0,6,0,0,2,0,3,1.22,6.5,12.0
Hertha,Freiburg,A,49,55,19,28,52,70,7,6,0,0,2,3,0,2,2,0,2.9,3.4,2.4
Stuttgart,Hoffenheim,H,85,62,29,24,62,54,7,11,1,0,2,1,1,1,2,3,2.62,3.75,2.45
Wolfsburg,M'gladbach,A,71,69,30,29,70,57,16,9,1,0,2,1,1,0,2,4,2.1,3.6,3.4
RB Leipzig,Bochum,H,82,51,15,16,52,84,4,10,0,1,4,1,0,0,1,5,1.2,7.0,12.0
Mainz,Union Berlin,A,64,46,24,18,73,42,8,11,1,1,3,1,1,2,1,1,2.05,3.5,3.6
Bayern Munich,Ein Frankfurt,A,93,49,27,19,33,68,4,12,0,0,4,1,0,2,1,2,1.16,8.0,15.0
Bielefeld,Leverkusen,A,71,64,28,26,84,48,12,9,0,1,0,3,3,2,3,0,5.0,4.0,1.61
Hoffenheim,FC Koln,H,58,69,27,18,64,59,8,11,0,1,3,0,1,2,1,3,2.0,3.9,3.3
Dortmund,Mainz,H,83,62,31,23,50,68,9,14,0,0,6,2,0,0,0,3,1.4,5.0,7.5
Ein Frankfurt,Hertha,A,73,46,31,19,60,80,8,11,0,1,0,2,4,0,1,4,1.75,3.8,4.5
Freiburg,RB Leipzig,D,64,73,23,38,59,58,2,10,0,0,3,0,2,3,0,2,4.0,4.0,1.85
Greuther Furth,Bochum,A,50,51,18,16,63,84,12,10,0,1,0,1,1,0,3,5,2.37,3.5,2.9
Union Berlin,Wolfsburg,H,67,61,25,16,63,76,8,10,0,1,3,3,2,0,1,2,2.7,3.25,2.7
M'gladbach,Stuttgart,D,87,45,29,16,55,68,11,19,0,1,3,0,2,3,0,2,1.5,4.75,6.0
Leverkusen,Bayern Munich,A,59,91,31,25,50,46,15,2,0,1,2,4,0,1,3,0,4.75,4.6,1.6
Augsburg,Bielefeld,D,62,46,28,13,56,53,8,4,0,1,2,0,1,2,2,2,2.25,3.2,3.4
Mainz,Augsburg,H,64,36,24,13,73,62,8,12,1,0,3,0,1,2,1,3,1.61,3.8,5.75
Bayern Munich,Hoffenheim,H,93,62,27,24,33,54,4,11,0,0,4,1,0,1,1,3,1.14,9.0,15.0
Bielefeld,Dortmund,A,71,56,28,16,84,49,12,11,0,1,0,2,3,0,3,2,6.0,4.5,1.5
RB Leipzig,Greuther Furth,H,82,49,15,17,52,78,4,8,0,0,4,0,0,0,1,6,1.12,8.5,21.0
Wolfsburg,Freiburg,A,71,55,30,28,70,70,16,6,1,0,2,3,1,2,2,0,2.1,3.3,3.6
Hertha,M'gladbach,H,49,69,19,29,52,57,7,9,0,0,2,1,0,0,2,4,3.75,3.5,2.0
FC Koln,Leverkusen,D,85,64,27,26,67,48,11,9,0,1,3,3,2,2,0,0,3.3,3.8,2.05
Stuttgart,Union Berlin,D,85,46,29,18,62,42,7,11,1,1,2,1,1,2,2,1,2.37,3.5,2.9
Bochum,Ein Frankfurt,H,61,49,20,19,48,68,6,12,0,0,2,1,1,2,1,2,3.2,3.5,2.2
Hoffenheim,Hertha,H,58,46,27,19,64,80,8,11,0,1,3,2,1,0,1,4,1.66,4.0,4.75
Bielefeld,Mainz,A,71,62,28,23,84,68,12,14,0,0,0,2,3,0,3,3,3.75,3.5,2.0
Dortmund,FC Koln,H,83,69,31,18,50,59,9,11,0,1,6,0,0,2,0,3,1.45,5.0,6.0
Freiburg,Greuther Furth,H,64,49,23,17,59,78,2,8,0,0,3,0,2,0,0,6,1.36,5.0,8.0
Leverkusen,Wolfsburg,A,59,61,31,16,50,76,15,10,0,1,2,3,0,0,3,2,1.9,3.75,4.0
Union Berlin,Bayern Munich,A,67,91,25,25,63,46,8,2,0,1,3,4,2,1,1,0,9.0,5.75,1.3
Ein Frankfurt,RB Leipzig,D,73,73,31,38,60,58,8,10,0,0,0,0,4,3,1,2,4.2,4.0,1.75
Augsburg,Stuttgart,H,62,45,28,16,56,68,8,19,0,1,2,0,1,3,2,2,3.0,3.3,2.4
M'gladbach,Bochum,H,87,51,29,16,55,84,11,10,0,1,3,1,2,0,0,5,1.36,5.0,8.5
