HomeTeam,AwayTeam,FTR,HomeShoot,AwayShoot,HomeCorner,AwayCorner,HomeFouls,AwayFouls,HomeYellow,AwayYellow,HomeRed,AwayRed,HomeWin,AwayWin,HomeDraw,AwayDraw,HomeLoss,AwayLoss,B365H,B365D,B365A
Ingolstadt,Augsburg,A,93,80,32,27,120,111,9,15,2,1,1,2,2,2,4,3,2.1,3.3,3.75
Leverkusen,Darmstadt,H,83,64,32,35,87,96,8,16,1,2,3,0,2,0,2,7,1.25,5.75,13.0
RB Leipzig,Mainz,H,87,86,33,39,93,123,8,13,0,3,5,2,1,1,0,5,1.57,3.8,6.5
Schalke 04,Werder Bremen,H,108,67,28,30,88,98,11,17,1,1,4,1,0,2,3,4,1.53,4.33,6.0
Leverkusen,RB Leipzig,A,83,111,32,46,87,124,8,20,1,0,3,5,2,2,2,1,2.3,3.4,3.1
Augsburg,Hertha,D,85,57,26,12,90,109,14,15,0,1,1,2,3,3,3,2,2.7,3.2,2.75
Darmstadt,Ingolstadt,A,70,78,20,31,115,109,11,17,0,1,2,1,2,1,3,5,3.0,3.1,2.55
Dortmund,Bayern Munich,H,113,98,52,42,70,68,11,15,1,0,5,4,2,1,0,1,3.4,3.6,2.1
Mainz,Freiburg,H,71,94,30,28,97,116,15,17,1,0,3,1,1,1,2,5,2.1,3.5,3.5
M'gladbach,FC Koln,A,110,67,44,28,101,94,11,16,0,0,4,2,3,2,1,3,2.2,3.3,3.4
Wolfsburg,Schalke 04,A,82,84,32,35,112,119,12,18,1,0,0,1,2,2,5,4,2.4,3.5,2.9
Hoffenheim,Hamburg,D,111,78,33,21,94,139,9,18,0,2,4,1,3,2,0,4,1.62,4.0,5.5
Werder Bremen,Ein Frankfurt,A,92,82,19,28,122,100,9,16,0,0,3,3,0,2,4,2,2.7,3.5,2.55
Freiburg,RB Leipzig,A,92,111,35,46,84,124,16,20,1,0,5,5,0,2,2,1,3.8,3.6,1.95
Bayern Munich,Leverkusen,H,150,92,61,19,70,102,4,13,0,0,6,3,2,0,0,4,1.29,6.0,10.0
Ein Frankfurt,Dortmund,H,87,85,33,41,132,88,22,10,3,0,4,2,3,2,0,3,4.75,4.2,1.65
FC Koln,Augsburg,D,98,80,27,27,115,111,15,15,1,1,4,2,3,2,0,3,1.75,3.5,5.25
Hamburg,Werder Bremen,D,74,67,28,30,113,98,14,17,2,1,1,1,2,2,4,4,2.38,3.4,3.0
Ingolstadt,Wolfsburg,D,93,82,32,36,120,105,9,11,2,1,1,2,2,2,4,3,2.9,3.3,2.5
M'gladbach,Hoffenheim,D,110,93,44,28,101,132,11,14,0,0,4,2,3,5,1,0,2.0,3.6,3.75
Hertha,Mainz,H,89,86,34,39,84,123,8,13,1,3,6,2,0,1,1,5,2.0,3.5,3.8
Schalke 04,Darmstadt,H,108,64,28,35,88,96,11,16,1,2,4,0,0,0,3,7,1.33,5.0,10.0
Mainz,Bayern Munich,A,71,98,30,42,97,68,15,15,1,0,3,4,1,1,2,1,10.0,5.75,1.29
Dortmund,M'gladbach,H,113,37,52,16,70,74,11,8,1,1,5,0,2,1,0,5,1.5,4.5,6.5
Hoffenheim,FC Koln,H,111,67,33,28,94,94,9,16,0,0,4,2,3,2,0,3,2.1,3.4,3.6
Leverkusen,Freiburg,D,83,94,32,28,87,116,8,17,1,0,3,1,2,1,2,5,1.5,4.2,7.0
RB Leipzig,Schalke 04,H,87,84,33,35,93,119,8,18,0,0,5,1,1,2,0,4,2.0,3.3,4.0
Werder Bremen,Ingolstadt,H,92,78,19,31,122,109,9,17,0,1,3,1,0,1,4,5,2.5,3.3,2.9
Wolfsburg,Hertha,A,82,57,32,12,112,109,12,15,1,1,0,2,2,3,5,2,2.1,3.2,3.8
Augsburg,Ein Frankfurt,D,85,82,26,28,90,100,14,16,0,0,1,3,3,2,3,2,2.8,3.0,2.75
Darmstadt,Hamburg,A,70,78,20,21,115,139,11,18,0,2,2,1,2,2,3,4,2.7,3.1,2.8
Ein Frankfurt,Hoffenheim,D,87,93,33,28,132,132,22,14,3,0,4,2,3,5,0,0,2.4,3.3,3.0
Bayern Munich,Wolfsburg,H,150,82,61,36,70,105,4,11,0,1,6,2,2,2,0,3,1.17,7.5,17.0
FC Koln,Dortmund,D,98,85,27,41,115,88,15,10,1,0,4,2,3,2,0,3,5.5,4.33,1.57
Freiburg,Darmstadt,H,92,64,35,35,84,96,16,16,1,2,5,0,0,0,2,7,1.67,3.75,5.5
Hamburg,Augsburg,H,74,80,28,27,113,111,14,15,2,1,1,2,2,2,4,3,2.3,3.2,3.25
Hertha,Werder Bremen,A,89,67,34,30,84,98,8,17,1,1,6,1,0,2,1,4,1.73,3.75,5.0
Ingolstadt,RB Leipzig,H,93,111,32,46,120,124,9,20,2,0,1,5,2,2,4,1,4.33,3.75,1.8
M'gladbach,Mainz,H,110,86,44,39,101,123,11,13,0,3,4,2,3,1,1,5,1.67,4.0,5.0
Schalke 04,Leverkusen,A,108,92,28,19,88,102,11,13,1,0,4,3,0,0,3,4,2.3,3.3,3.2
