HomeTeam,AwayTeam,FTR,HomeShoot,AwayShoot,HomeCorner,AwayCorner,HomeFouls,AwayFouls,HomeYellow,AwayYellow,HomeRed,AwayRed,HomeWin,AwayWin,HomeDraw,AwayDraw,HomeLoss,AwayLoss,B365H,B365D,B365A
M'gladbach,Hamburg,A,107,89,36,30,108,130,12,14,1,1,4,4,1,1,2,3,1.67,4.0,5.0
Bayern Munich,Augsburg,H,178,51,58,15,87,103,9,15,0,0,8,1,0,2,0,3,1.13,9.5,19.0
Ein Frankfurt,FC Koln,H,64,80,28,24,88,76,16,10,0,0,1,3,3,1,2,3,2.3,3.3,3.2
Hannover,Dortmund,A,56,107,23,36,115,93,16,8,0,0,2,4,0,1,5,2,7.5,4.5,1.44
Hertha,Stuttgart,H,64,85,28,34,90,116,6,14,0,1,4,1,1,1,1,5,2.5,3.4,2.8
Ingolstadt,Wolfsburg,D,68,93,28,24,85,101,11,15,0,2,2,1,1,3,3,3,4.0,3.6,1.91
Leverkusen,Darmstadt,A,132,55,63,24,97,108,13,13,1,0,3,2,2,2,2,2,1.25,6.0,13.0
Hoffenheim,Werder Bremen,A,71,94,29,23,92,113,12,14,1,1,0,3,4,1,3,3,1.95,3.75,3.75
Schalke 04,Mainz,H,117,62,33,21,105,92,12,10,0,0,3,2,2,2,2,2,1.85,3.75,4.2
Mainz,Hoffenheim,H,98,69,42,34,139,101,14,10,0,0,4,1,0,2,4,4,2.15,3.5,3.3
Darmstadt,Bayern Munich,A,77,87,29,25,120,58,18,6,0,0,1,5,4,1,3,0,19.0,7.0,1.17
FC Koln,M'gladbach,H,84,75,38,27,96,104,13,11,0,1,2,3,4,1,1,3,2.4,3.3,3.0
Hamburg,Ein Frankfurt,D,70,93,19,37,94,125,10,21,0,1,2,2,2,2,2,4,2.5,3.5,2.75
Werder Bremen,Ingolstadt,A,89,102,29,30,113,124,14,25,1,0,1,3,0,3,6,2,2.05,3.5,3.6
Wolfsburg,Hertha,H,100,68,42,24,96,107,9,20,0,2,6,3,1,1,0,4,1.5,4.33,6.5
Augsburg,Hannover,H,149,76,47,30,119,102,15,13,1,0,1,2,2,2,5,3,2.0,3.5,3.75
Dortmund,Leverkusen,H,117,88,35,38,83,122,5,13,0,0,6,3,1,1,0,3,1.73,4.0,4.5
Stuttgart,Schalke 04,A,139,78,56,32,105,110,21,19,2,1,2,3,0,1,5,3,2.63,3.5,2.6
Bayern Munich,Wolfsburg,H,178,93,58,24,87,101,9,15,0,2,8,1,0,3,0,3,1.25,6.0,12.0
Darmstadt,Werder Bremen,H,77,94,29,23,120,113,18,14,0,1,1,3,4,1,3,3,2.63,3.25,2.8
Hertha,FC Koln,H,64,80,28,24,90,76,6,10,0,0,4,3,1,1,1,3,2.38,3.25,3.1
Ingolstadt,Hamburg,A,68,89,28,30,85,130,11,14,0,1,2,4,1,1,3,3,2.3,3.3,3.25
Hannover,Stuttgart,A,56,85,23,34,115,116,16,14,0,1,2,1,0,1,5,5,2.88,3.5,2.4
Hoffenheim,Dortmund,D,71,107,29,36,92,93,12,8,1,0,0,4,4,1,3,2,7.0,4.75,1.44
Leverkusen,Mainz,H,132,62,63,21,97,92,13,10,1,0,3,2,2,2,2,2,1.53,4.33,6.0
M'gladbach,Augsburg,H,107,51,36,15,108,103,12,15,1,0,4,1,1,2,2,3,2.15,3.4,3.4
Schalke 04,Ein Frankfurt,H,117,93,33,37,105,125,12,21,0,1,3,2,2,2,2,4,1.83,3.8,4.2
FC Koln,Ingolstadt,D,84,102,38,30,96,124,13,25,0,0,2,3,4,3,1,2,2.05,3.3,3.8
Augsburg,Hoffenheim,A,149,69,47,34,119,101,15,10,1,0,1,1,2,2,5,4,2.25,3.5,3.1
Hamburg,Schalke 04,A,70,78,19,32,94,110,10,19,0,1,2,3,2,1,2,3,2.88,3.5,2.4
Mainz,Bayern Munich,A,98,87,42,25,139,58,14,6,0,0,4,5,0,1,4,0,12.0,6.0,1.25
Stuttgart,M'gladbach,A,139,75,56,27,105,104,21,11,2,1,2,3,0,1,5,3,2.1,3.5,3.4
Werder Bremen,Leverkusen,A,89,88,29,38,113,122,14,13,1,0,1,3,0,1,6,3,3.8,3.6,1.95
Wolfsburg,Hannover,D,100,76,42,30,96,102,9,13,0,0,6,2,1,2,0,3,1.4,4.75,8.0
Dortmund,Darmstadt,D,117,55,35,24,83,108,5,13,0,0,6,2,1,2,0,2,1.14,8.5,17.0
Ein Frankfurt,Hertha,D,64,68,28,24,88,107,16,20,0,2,1,3,3,1,2,4,1.95,3.5,4.0
Darmstadt,Mainz,A,77,62,29,21,120,92,18,10,0,0,1,2,4,2,3,2,3.1,3.25,2.4
Hannover,Werder Bremen,H,56,94,23,23,115,113,16,14,0,1,2,3,0,1,5,3,2.6,3.4,2.7
Hertha,Hamburg,H,64,89,28,30,90,130,6,14,0,1,4,4,1,1,1,3,2.2,3.2,3.5
Hoffenheim,Stuttgart,D,71,85,29,34,92,116,12,14,1,1,0,1,4,1,3,5,2.45,3.75,2.65
Ingolstadt,Ein Frankfurt,H,68,93,28,37,85,125,11,21,0,1,2,2,1,2,3,4,2.5,3.25,2.9
M'gladbach,Wolfsburg,H,107,93,36,24,108,101,12,15,1,2,4,1,1,3,2,3,2.6,3.4,2.7
Bayern Munich,Dortmund,H,178,107,58,36,87,93,9,8,0,0,8,4,0,1,0,2,1.5,4.33,6.5
Leverkusen,Augsburg,D,132,51,63,15,97,103,13,15,1,0,3,1,2,2,2,3,1.4,4.75,8.0
Schalke 04,FC Koln,A,117,80,33,24,105,76,12,10,0,0,3,3,2,1,2,3,1.73,3.8,4.8
Mainz,Dortmund,A,98,107,42,36,139,93,14,8,0,0,4,4,0,1,4,2,5.75,4.75,1.5
Augsburg,Darmstadt,A,149,55,47,24,119,108,15,13,1,0,1,2,2,2,5,2,1.8,3.5,4.75
Ein Frankfurt,M'gladbach,A,64,75,28,27,88,104,16,11,0,1,1,3,3,1,2,3,2.45,3.4,2.88
Hamburg,Leverkusen,D,70,88,19,38,94,122,10,13,0,0,2,3,2,1,2,3,4.75,3.5,1.8
Schalke 04,Hertha,H,117,68,33,24,105,107,12,20,0,2,3,3,2,1,2,4,1.75,3.75,4.75
Werder Bremen,Bayern Munich,A,89,87,29,25,113,58,14,6,1,0,1,5,0,1,6,0,17.0,7.0,1.18
Wolfsburg,Hoffenheim,H,100,69,42,34,96,101,9,10,0,0,6,1,1,2,0,4,1.62,4.33,5.0
FC Koln,Hannover,A,84,76,38,30,96,102,13,13,0,0,2,2,4,2,1,3,1.95,3.5,4.0
Stuttgart,Ingolstadt,H,139,102,56,30,105,124,21,25,2,0,2,3,0,3,5,2,1.8,3.75,4.33
Hoffenheim,Hamburg,A,71,89,29,30,92,130,12,14,1,1,0,4,4,1,3,3,2.1,3.6,3.4
Bayern Munich,FC Koln,H,178,80,58,24,87,76,9,10,0,0,8,3,0,1,0,3,1.1,9.0,29.0
Darmstadt,Wolfsburg,A,77,93,29,24,120,101,18,15,0,2,1,1,4,3,3,3,4.75,3.75,1.75
Hannover,Ein Frankfurt,A,56,93,23,37,115,125,16,21,0,1,2,2,0,2,5,4,2.5,3.4,2.8
Ingolstadt,Hertha,A,68,68,28,24,85,107,11,20,0,2,2,3,1,1,3,4,2.4,3.2,3.1
Leverkusen,Stuttgart,H,132,85,63,34,97,116,13,14,1,1,3,1,2,1,2,5,1.57,4.33,5.5
Mainz,Werder Bremen,A,98,94,42,23,139,113,14,14,0,1,4,3,0,1,4,3,2.05,3.5,3.6
Dortmund,Augsburg,H,117,51,35,15,83,103,5,15,0,0,6,1,1,2,0,3,1.2,7.0,13.0
M'gladbach,Schalke 04,H,107,78,36,32,108,110,12,19,1,1,4,3,1,1,2,3,2.15,3.5,3.3
Ein Frankfurt,Bayern Munich,D,64,87,28,25,88,58,16,6,0,0,1,5,3,1,2,0,15.0,8.0,1.17
Augsburg,Mainz,D,149,62,47,21,119,92,15,10,1,0,1,2,2,2,5,2,2.3,3.4,3.1
FC Koln,Hoffenheim,D,84,69,38,34,96,101,13,10,0,0,2,1,4,2,1,4,2.05,3.5,3.4
Hertha,M'gladbach,A,64,75,28,27,90,104,6,11,0,1,4,3,1,1,1,3,3.0,3.3,2.4
Schalke 04,Ingolstadt,D,117,102,33,30,105,124,12,25,0,0,3,3,2,3,2,2,1.8,3.5,4.75
Werder Bremen,Dortmund,A,89,107,29,36,113,93,14,8,1,0,1,4,0,1,6,2,7.5,5.0,1.4
Wolfsburg,Leverkusen,H,100,88,42,38,96,122,9,13,0,0,6,3,1,1,0,3,2.63,3.4,2.7
Hamburg,Hannover,A,70,76,19,30,94,102,10,13,0,0,2,2,2,2,2,3,2.0,3.3,4.0
Stuttgart,Darmstadt,H,139,55,56,24,105,108,21,13,2,0,2,2,0,2,5,2,1.67,4.0,5.0
Hannover,Hertha,A,56,68,23,24,115,107,16,20,0,2,2,3,0,1,5,4,2.63,3.3,2.7
Bayern Munich,Stuttgart,H,178,85,58,34,87,116,9,14,0,1,8,1,0,1,0,5,1.1,11.0,21.0
Darmstadt,Hamburg,D,77,89,29,30,120,130,18,14,0,1,1,4,4,1,3,3,2.75,3.0,2.8
Hoffenheim,Ein Frankfurt,D,71,93,29,37,92,125,12,21,1,1,0,2,4,2,3,4,2.1,3.6,3.4
Leverkusen,FC Koln,A,132,80,63,24,97,76,13,10,1,0,3,3,2,1,2,3,1.5,4.33,6.5
Mainz,Wolfsburg,H,98,93,42,24,139,101,14,15,0,2,4,1,0,3,4,3,3.3,3.6,2.15
M'gladbach,Ingolstadt,D,107,102,36,30,108,124,12,25,1,0,4,3,1,3,2,2,1.62,3.8,6.0
Augsburg,Werder Bremen,A,149,94,47,23,119,113,15,14,1,1,1,3,2,1,5,3,2.2,3.4,3.3
Dortmund,Schalke 04,H,117,78,35,32,83,110,5,19,0,1,6,3,1,1,0,3,1.3,6.0,8.5
Hamburg,Dortmund,H,70,107,19,36,94,93,10,8,0,0,2,4,2,1,2,2,8.5,5.0,1.36
Ein Frankfurt,Leverkusen,A,64,88,28,38,88,122,16,13,0,0,1,3,3,1,2,3,3.8,3.6,1.95
FC Koln,Mainz,D,84,62,38,21,96,92,13,10,0,0,2,2,4,2,1,2,2.15,3.5,3.3
M'gladbach,Hannover,H,107,76,36,30,108,102,12,13,1,0,4,2,1,2,2,3,1.5,4.2,7.0
Schalke 04,Bayern Munich,A,117,87,33,25,105,58,12,6,0,0,3,5,2,1,2,0,13.0,6.5,1.22
Stuttgart,Augsburg,A,139,51,56,15,105,103,21,15,2,0,2,1,0,2,5,3,1.95,3.8,3.6
Wolfsburg,Werder Bremen,H,100,94,42,23,96,113,9,14,0,1,6,3,1,1,0,3,1.57,4.0,5.75
Hertha,Hoffenheim,H,64,69,28,34,90,101,6,10,0,0,4,1,1,2,1,4,2.0,3.5,3.8
Ingolstadt,Darmstadt,H,68,55,28,24,85,108,11,13,0,0,2,2,1,2,3,2,2.05,3.25,4.0
Darmstadt,FC Koln,D,77,80,29,24,120,76,18,10,0,0,1,3,4,1,3,3,2.9,3.1,2.6
Bayern Munich,Hertha,H,178,68,58,24,87,107,9,20,0,2,8,3,0,1,0,4,1.08,11.0,26.0
Hannover,Ingolstadt,H,56,102,23,30,115,124,16,25,0,0,2,3,0,3,5,2,2.6,3.2,2.8
Hoffenheim,M'gladbach,D,71,75,29,27,92,104,12,11,1,1,0,3,4,1,3,3,3.1,3.5,2.25
Mainz,Ein Frankfurt,H,98,93,42,37,139,125,14,21,0,1,4,2,0,2,4,4,2.2,3.5,3.2
Werder Bremen,Hamburg,A,89,89,29,30,113,130,14,14,1,1,1,4,0,1,6,3,2.25,3.4,3.2
Augsburg,Wolfsburg,D,149,93,47,24,119,101,15,15,1,2,1,1,2,3,5,3,3.3,3.4,2.2
Dortmund,Stuttgart,H,117,85,35,34,83,116,5,14,0,1,6,1,1,1,0,5,1.2,7.5,12.0
Leverkusen,Schalke 04,D,132,78,63,32,97,110,13,19,1,1,3,3,2,1,2,3,1.62,4.2,5.25
